MaskPath,LabelName,BoxXMin,BoxXMax,BoxYMin,BoxYMax
d0594958196e4322_m02wbtzl_2e3e30eb.png,Sun hat,0.116667,0.935417,0.073437,0.515625
e4c5780292d978d1_m01bqk0_737a951d.png,Bicycle wheel,0.000000,0.259375,0.439583,0.522917
82d7f03da0858ed1_m06m11_4d273534.png,Rose,0.459375,0.754687,0.554167,0.952083
ab7b7786ca8649a8_m0h23m_714692db.png,Sparrow,0.015988,0.859012,0.112108,0.917040
e6030a23fdfd0a9c_m09g1w_b7a948c7.png,Toilet,0.096000,0.822000,0.113590,1.000000
3635c19d51895f11_m06msq_ef114c7e.png,Sculpture,0.243169,0.997268,0.076464,0.929510
f6b8540e9afded81_m06k2mb_e8e60f16.png,High heels,0.120944,0.859882,0.103982,0.891593
91e07c2f64214ad1_m079cl_3182cb19.png,Skyscraper,0.879056,0.924779,0.311947,0.449115
e2f08fbb35178098_m01g317_76b88fad.png,Person,0.793510,0.858407,0.090708,0.331858
98a7a230a46d5aa4_m0k4j_caa1bcb8.png,Car,0.000000,0.973451,0.159292,0.911504
34cb0cdcc6a97c2f_m03120_5d961e78.png,Flag,0.478645,0.521355,0.057522,0.380531
2c80bbf539e6885b_m03k3r_e1c2384b.png,Horse,0.326562,0.889063,0.350000,0.902083
732320891b071e3f_m02wbtzl_10ba47c0.png,Sun hat,0.167187,0.879687,0.000000,0.556250
f87c6ccb1e622d90_m01lcw4_dd1c660a.png,Limousine,0.655376,0.836524,0.230089,0.396018
5ddd05b79ef9b440_m01xyhv_eee2fbb6.png,Suit,0.000000,0.528024,0.442478,1.000000
242b17356385df17_m06ncr_a26393bc.png,Saxophone,0.385000,0.517500,0.000000,0.876866
0f9b380ae9087187_m0ch_cf_747f5010.png,Fish,0.144543,0.961652,0.250000,0.971239
4c2d9fbcbf0f099b_m02zvsm_583fa95a.png,Tart,0.520312,0.676562,0.085417,0.275000
8e2a54dd862b97e8_m07r04_69e01a3a.png,Truck,0.000000,1.000000,0.189583,0.810417
f7de062de7c6983f_m0dq75_56aa4ca5.png,Raccoon,0.075221,0.825959,0.176991,0.707965
bccadc5697d9213f_m0fm3zh_399c4c93.png,Flowerpot,0.082813,0.937500,0.100000,1.000000
85a5cf8bf840b48c_m0k4j_c3c38bc1.png,Car,0.746137,1.000000,0.336780,0.675037
2958492015f43238_m024g6_cafe0f8d.png,Cocktail,0.347917,0.958333,0.239063,0.946875
141eeb299a586568_m02p5f1q_a798c504.png,Coffee cup,0.047917,0.956250,0.095312,0.773438
76a5cfc48b5571fd_m06msq_4f906c1b.png,Sculpture,0.050542,0.949458,0.019856,0.998195
daf7678f279e0da6_m0pcr_235b5dc5.png,Alpaca,0.000000,0.472924,0.420578,0.929603
e28c3e06fc4b1b4d_m03fwl_5f9d52ed.png,Goat,0.000000,0.094256,0.636364,0.997783
fd3f8338efc9ca72_m015x4r_c997320d.png,Cucumber,0.141667,0.297917,0.279687,0.350000
50783bd007460172_m07j87_e8516016.png,Tomato,0.181416,0.346608,0.365044,0.579646
7dd83554cd49a19f_m01yrx_8b5e974d.png,Cat,0.000000,0.317172,0.027464,0.315024
97169012eb621885_m01yrx_567de510.png,Cat,0.174041,0.890855,0.188053,0.980088
803274329a41469d_m01yrx_64d64414.png,Cat,0.293750,0.984375,0.000000,1.000000
67f55c8d83f60871_m04c0y_528c73d9.png,Kangaroo,0.114063,0.426562,0.220833,0.835417
40558571e68e6180_m0gxl3_aa56ba86.png,Handgun,0.007812,0.992188,0.072917,0.995833
a671ac2c03c54714_m01fb_0_a31885fd.png,Bagel,0.137184,0.918773,0.344765,0.850181
eb06b7bdb1c9e6e5_m01yx86_5c04a1fd.png,Bronze sculpture,0.095975,0.900929,0.000000,0.987355
784d6e776e57923c_m09j2d_6bbdd58e.png,Clothing,0.007375,0.766962,0.462389,0.993363
2565a66e2999b12f_m09j2d_ad89eac0.png,Clothing,0.000000,1.000000,0.670354,1.000000
01c715ada9a9b193_m02p5f1q_50c9c065.png,Coffee cup,0.209756,0.746341,0.080160,0.685371
c77a05909b5807c5_m014j1m_95f68e57.png,Apple,0.000000,0.101173,0.337778,0.468889
34283fe76e458979_m081qc_15e1b170.png,Wine,0.375000,1.000000,0.549889,1.000000
56db02e79f069b49_m03bj1_d54e67e2.png,Panda,0.039764,1.000000,0.000000,1.000000
20f26eaaee4bc77c_m01bl7v_1c895f49.png,Boy,0.469118,0.733824,0.430155,0.997783
29c742032dc416b0_m02crq1_e78eae5e.png,Couch,0.178125,0.851562,0.037500,0.968750
740592b963ed3717_m01btn_bc744f12.png,Barge,0.245312,0.715625,0.695833,0.966667
e36439b67b7e65f1_m07fbm7_25b74290.png,Strawberry,0.000000,1.000000,0.120939,0.812274
9db05d7809191e0e_m01gkx__8810a809.png,Swimwear,0.299572,0.600571,0.221461,0.511416
0142d1fc46883a7b_m0dftk_56fd6732.png,Swan,0.000000,0.826471,0.232816,0.758315
1458ece265475557_m04dr76w_4041d56f.png,Bottle,0.212389,0.495575,0.526549,0.643805
55224942290d191f_m02vqfm_df2d740a.png,Coffee,0.137500,0.922917,0.111111,0.900000
0ea3ec2585a658e6_m03bt1vf_67a1c048.png,Woman,0.233333,0.835417,0.009375,1.000000
4152871216f2a904_m054fyh_be2173f8.png,Pitcher (Container),0.361011,0.626354,0.588448,0.989170
08b9da5b3b359a46_m08pbxl_01c530df.png,Monkey,0.369085,0.832808,0.173333,0.453333
728d84752e4c8104_m04dr76w_a062230a.png,Bottle,0.392188,0.431250,0.729167,0.922917
36143a1f5feaa77d_m0fm3zh_545fb7c8.png,Flowerpot,0.338496,0.699115,0.495575,0.594395
2a3197de2918a39b_m0283dt1_70a221d1.png,Human mouth,0.273731,0.644592,0.655835,0.774003
757eea9c315ea188_m015x4r_88b18eba.png,Cucumber,0.435315,1.000000,0.302239,1.000000
da7b879276dd1849_m07jdr_17063ea8.png,Train,0.162996,0.475771,0.376940,0.745011
e23b99da0ac0bbde_m021mn_dc16b676.png,Cookie,0.642187,0.770312,0.000000,0.043750
f960811246310ecf_m0138tl_42e988f3.png,Toy,0.304167,0.422917,0.729688,0.810938
098164e17499945c_m06msq_ec5aab24.png,Sculpture,0.131268,0.839233,0.159292,0.929204
3409294994e99b0e_m02vqfm_5131ffa2.png,Coffee,0.089770,0.766180,0.138846,0.505460
b755836a8af2024b_m01j51_86d489db.png,Balloon,0.502209,0.845361,0.121951,0.769401
8ba99e89ac316e63_m018xm_1ca7ba84.png,Ball,0.517699,0.641593,0.825959,0.908555
8512338262d90d00_m07mhn_a35246d5.png,Trousers,0.272917,0.768750,0.231250,0.906250
b292e9e4d61d0665_m01z1kdw_f93daac7.png,Juice,0.444043,0.814079,0.501805,1.000000
c8ff01f784027c1b_m0pg52_b9f548e5.png,Taxi,0.000000,1.000000,0.143750,0.941667
aeb74ea6270d38e2_m01gkx__e7a335a6.png,Swimwear,0.117517,0.436807,0.204412,0.573529
87db5734a36f2dc1_m0ch_cf_d1308d3c.png,Fish,0.167187,1.000000,0.258333,0.625000
ef7d8527d2b810d8_m0kmg4_cc8c5106.png,Teddy bear,0.640625,0.990625,0.281250,0.712500
9ce8fdcd2abf88a7_m0cmf2_96a7bcfb.png,Airplane,0.082596,0.870206,0.320796,0.701327
ae2fb2ba156e5ac2_m04yx4_f52dfd1c.png,Man,0.397415,0.486268,0.486869,0.777778
0f83053aa632625b_m0hkxq_0ff389a3.png,Broccoli,0.013274,0.988201,0.015487,0.982301
72cf24c5ba0c890e_m0k4j_9427f2e8.png,Car,0.001563,0.375000,0.060417,0.679167
82a5e978173b4994_m0ch_cf_2507a148.png,Fish,0.000000,0.716814,0.267699,0.831858
1022934d0289a7f1_m07cmd_c9c6cd0f.png,Tank,0.188513,0.936672,0.194690,0.876106
be3e49b80af4e60c_m09b5t_0ae29167.png,Chicken,0.322917,1.000000,0.348437,0.731250
27f5bc9373e9df79_m024d2_6cbf3ad3.png,Calculator,0.156573,0.475628,0.103753,0.527594
4a403f3a85ce09a3_m06c7f7_9cf9afde.png,Lipstick,0.545126,0.718412,0.409747,1.000000
1290db73f773e299_m0fj52s_1a129a88.png,Carrot,0.094256,0.268041,0.000000,0.046563
fcc8160d1b72ef5e_m0c9ph5_5acbca77.png,Flower,0.066528,0.935551,0.034000,0.876000
6cdc010aa9c2624d_m0dbvp_97798191.png,Goose,0.025000,0.903125,0.214583,0.668750
a453438959a60cd9_m0fszt_a59888aa.png,Cake,0.084375,0.931250,0.095833,0.858333
837064f7123cfe3d_m0dv5r_ba3b7f33.png,Camera,0.032491,0.985560,0.108303,0.935018
a0308f716133a772_m0hnyx_d5be5702.png,Pastry,0.138989,0.953069,0.000000,0.808664
4ddbda7cfe9e96f3_m01jfm__e73dc642.png,Vehicle registration plate,0.109756,0.226287,0.472289,0.614458
62c75e993beb5e37_m02p0tk3_8e0102e2.png,Human body,0.294985,0.676991,0.212389,0.977876
a2bdc586ab8667c3_m01xyhv_b1245269.png,Suit,0.037611,0.955752,0.262537,1.000000
17807c4ac898b91b_m09j2d_08ab79ae.png,Clothing,0.326301,0.385373,0.357309,0.800464
df6a51c635afe963_m03hj559_ff3d79a4.png,Mixing bowl,0.000000,0.455752,0.000000,0.477876
86455200264b985a_m07r04_5cbe25c5.png,Truck,0.082474,0.889543,0.139381,0.798673
e8560c17266a12e4_m0138tl_6a1350b6.png,Toy,0.606250,0.831250,0.000000,0.760417
cc4fc0875b85d2d6_m0k4j_c617080b.png,Car,0.837758,1.000000,0.323009,0.617257
b728aa6f4c5280e3_m0fm3zh_7c642e22.png,Flowerpot,0.696751,0.907942,0.648014,0.942238
3391495a25bfe6d0_m04yx4_e455ce1e.png,Man,0.287611,0.526549,0.070796,0.584071
3c0f8f2c192a2777_m0bt9lr_5a63dd6c.png,Dog,0.000000,0.450000,0.043750,0.610417
e2c3815942f24b6b_m0449p_4994b723.png,Jaguar (Animal),0.029703,0.908911,0.024712,0.843493
ec1ef7a131eea280_m01xq0k1_c10b71f3.png,Cattle,0.222222,0.804382,0.218750,0.991667
ac5eae051abbf7e6_m0dv77_6810af91.png,Squash (Plant),0.141593,0.469027,0.734513,0.995575
de2f6c1223aaf899_m04rmv_48644b0d.png,Mouse,0.142438,0.998532,0.000000,0.900222
49a2b44721767563_m01nq26_71f356b9.png,Sock,0.015625,1.000000,0.000000,0.706250
f2345a8c69d56f42_m0cyhj__9ece3998.png,Orange,0.000000,0.166667,0.081858,0.349558
a4ada3a517491424_m01d40f_8b217e95.png,Dress,0.272124,0.681416,0.395280,1.000000
d55efa6be8f7a65d_m0dv5r_4013749e.png,Camera,0.413844,1.000000,0.002217,0.951219
f3c6a82c9ee6d9c6_m0138tl_9d670d26.png,Toy,0.298438,0.871875,0.072917,0.343750
b85250b014193355_m083wq_cd273c53.png,Wheel,0.322981,0.365217,0.440945,0.656168
4c32899cae50ec1d_m06mf6_87aac252.png,Rabbit,0.000000,1.000000,0.000000,1.000000
1ce724435658dd46_m02p0tk3_f6a66294.png,Human body,0.054572,0.578171,0.086283,0.995575
cfdd3a13861cbd08_m04yx4_1b2ac78b.png,Man,0.179941,0.823009,0.225664,1.000000
3ca4f139fd9f4218_m05r655_63a6a5ba.png,Girl,0.719039,0.964880,0.130511,0.892416
4208d64380709fef_m02s195_d0c6a70e.png,Vase,0.411552,0.624549,0.796029,0.998195
bd7e66213ae8c053_m06y5r_4d168d9e.png,Sword,0.129167,0.918750,0.023474,1.000000
78f603aaac821085_m03q5t_4cb66f03.png,Harpsichord,0.000000,1.000000,0.050000,1.000000
d46c872825a2f9c5_m01bl7v_c7b6433f.png,Boy,0.714063,0.960938,0.095833,0.445833
23ab22b183cb37cd_m04ctx_e8220513.png,Knife,0.000000,0.982813,0.033333,0.800000
1614a792fa7641b8_m01d40f_e519f4a0.png,Dress,0.315625,1.000000,0.597917,1.000000
746df3e1af94d5a6_m09728_326558f4.png,Bread,0.072271,0.628319,0.482301,0.893805
548f99656f402e1c_m0jg57_596bb9c3.png,Bell pepper,0.000000,0.523179,0.004431,0.320532
379bce4c8b7c0fc8_m05r5c_97215c4a.png,Piano,0.030686,0.967509,0.032491,0.967509
ff51b642c4427f6b_m029bxz_ecb5a6b2.png,Oven,0.000000,0.997783,0.578792,0.995582
b550851e3b570579_m0271t_97ffbc8b.png,Drink,0.143750,0.276563,0.000000,0.097917
04c455547d1a0b3f_m0h2r6_a83d820b.png,Van,0.000000,0.328125,0.079167,0.358333
88df8aee6dfcad4b_m01d40f_fa315e61.png,Dress,0.165761,0.847826,0.155515,0.732369
3075e899a8d2ef86_m01yrx_b2c855f9.png,Cat,0.167187,0.839063,0.127083,0.897917
ca04aa990e2127b8_m01bqk0_ed82344b.png,Bicycle wheel,0.476562,0.600000,0.402923,0.695198
fd9580e54bd021f5_m0bt9lr_0f0bbdb1.png,Dog,0.000000,0.958333,0.040625,0.796875
57cfc70956fc4b75_m04ctx_15b50a32.png,Knife,0.731047,0.954874,0.337545,0.790614
513786877cb15154_m04ylt_2f00f433.png,Missile,0.516807,0.951681,0.001553,0.596273
083b3dd9b07547cb_m0cl4p_d54a1aa8.png,Hedgehog,0.000000,1.000000,0.000000,0.964727
07608f3aec9b53d8_m079cl_b287f636.png,Skyscraper,0.000000,0.286136,0.000000,0.117257
01edc08633c6dceb_m03bt1vf_ae387a9d.png,Woman,0.337758,0.926254,0.070796,1.000000
9e5160657896fa20_m0pcr_ba19c9c4.png,Alpaca,0.502083,1.000000,0.521875,1.000000
645bf0ee11f7492d_m01g317_89eb7b3d.png,Person,0.259829,0.695727,0.187023,0.868321
efab1896bde1ae53_m026qbn5_5c8e3970.png,Studio couch,0.000000,1.000000,0.095833,0.806250
3fea8afa22b2ab18_m0f6wt_acff9634.png,Falcon,0.448120,0.887218,0.279826,0.668113
a11739788bbcd1ec_m06j2d_60af2f8c.png,Raven,0.312500,0.610937,0.310417,0.891667
56683b88067a179c_m015p6_3827a493.png,Bird,0.067500,0.955000,0.057143,0.928571
abfd16f3e73d16ff_m021mn_480ef3b8.png,Cookie,0.680292,0.972263,0.444196,0.848214
db7214690d834ed5_m083wq_2272d93b.png,Wheel,0.003578,0.996422,0.000000,0.998175
37c9ad6633306fe9_m03bt1vf_490dcc89.png,Woman,0.042129,0.975610,0.229412,0.997059
28bbf3fb9a795233_m0fm3zh_a698bd8d.png,Flowerpot,0.822917,1.000000,0.845312,1.000000
637bd7e807a742a8_m09j2d_d1daa877.png,Clothing,0.628125,0.717188,0.152083,0.364583
f9fafa932f031832_m099ssp_61d32703.png,Platter,0.240625,0.942187,0.189583,0.922917
e38652fab73eb47d_m0hqkz_5446f8a0.png,Grapefruit,0.041116,0.537445,0.385809,0.844789
a3aa6b725b8232a3_m01nkt_6db48c22.png,Cheese,0.093863,0.411552,0.256318,0.485560
b5b5a90b2d646f0b_m01dwwc_cb0c90c7.png,Pancake,0.000000,0.998195,0.124549,0.900722
14e64718257fc25c_m0ch_cf_3f7e7ca2.png,Fish,0.017188,1.000000,0.116667,0.739583
2fe6a692c080b59d_m02vqfm_9a417c54.png,Coffee,0.083333,0.579167,0.553125,0.917188
9a52aee67bf0cf58_m0by6g_aab73585.png,Shark,0.016200,0.562592,0.000000,0.729490
376fbc2b28733a1d_m078jl_b678caf8.png,Snake,0.000000,0.973815,0.000000,1.000000
99b8011ffede3f83_m05zsy_4fa53fbe.png,Pumpkin,0.314159,0.952802,0.068584,0.953540
6247ac43956e7cfa_m01yx86_871d4719.png,Bronze sculpture,0.281250,0.997917,0.129688,0.998438
1e48b5386db5f951_m02vqfm_0e6bfba9.png,Coffee,0.300000,0.618750,0.121875,0.318750
f665aaf84eab4552_m02p0tk3_cab0ac8d.png,Human body,0.000000,1.000000,0.000000,1.000000
dd8aed2f9eb7984a_m099ssp_9bb34f63.png,Platter,0.000000,0.840625,0.243750,0.995833
cad8a064fc980c5e_m04m9y_9e972514.png,Lizard,0.000000,0.954802,0.360277,0.967667
2674f1925c910521_m07mhn_71654b7d.png,Trousers,0.066536,0.348337,0.506667,0.910000
111cfd5c4134407b_m03120_d3468eec.png,Flag,0.578366,0.766004,0.001477,0.834564
c89ef5c459dedf41_m04p0qw_4691ca15.png,Billiard table,0.000000,1.000000,0.095133,1.000000
5250e948ba885b97_m0bt9lr_5bd01771.png,Dog,0.250368,0.727540,0.207965,1.000000
628581a67039f245_m04rmv_8631f401.png,Mouse,0.225664,0.917404,0.022124,0.643805
01f08a2d1fed643b_m06msq_287085b9.png,Sculpture,0.511799,0.572271,0.269911,0.493363
886b390afd37ac26_m024g6_56a2e906.png,Cocktail,0.166065,0.774368,0.261733,0.998195
99d6e5582321ba2f_m04yx4_a5b1f06c.png,Man,0.771523,0.951987,0.176617,1.000000
74c683dc8519c1e0_m0k4j_16589763.png,Car,0.481732,0.844384,0.122892,0.315663
76ad091f82868711_m01xyhv_4c0795d6.png,Suit,0.084838,1.000000,0.635379,1.000000
0e656d2824b32f45_m01fb_0_8819b282.png,Bagel,0.000000,1.000000,0.000000,1.000000
a9ddfcc0e100968c_m05z6w_9604fe29.png,Penguin,0.128151,0.588235,0.308527,0.922481
717eb8ceac99a2cc_m02dl1y_66778f6e.png,Hat,0.252049,0.768443,0.009539,0.275040
aad835d88727ed18_m01z1kdw_dfb5adf8.png,Juice,0.182310,0.826715,0.182310,0.916968
449ae8dbb0130f31_m0cn6p_2f82fb07.png,Otter,0.110764,0.982839,0.140167,0.700837
4cf3d95bccb1f6ee_m04g2r_8d9edf0d.png,Lynx,0.000000,0.780236,0.000000,0.995575
d28bdb646184c45a_m0c29q_59ba14d7.png,Leopard,0.043750,0.937500,0.000000,0.641667
1dcf37ffd5ec1842_m04m9y_a320e8c2.png,Lizard,0.054653,0.794682,0.163355,0.677704
c41be18f81df4466_m01z1kdw_8ad68d1f.png,Juice,0.267148,0.902527,0.000000,0.373646
038b00c019d334cd_m0jy4k_5885e476.png,Doughnut,0.153430,0.814079,0.000000,0.379061
6211c15f6d6ee3dd_m0bt9lr_50b1801e.png,Dog,0.393750,0.750000,0.289583,0.695833
73b5dc5a6c2f92d1_m0138tl_016468d6.png,Toy,0.125000,0.940476,0.031496,0.939633
cd3825e9a14814ec_m04yx4_6ebfa912.png,Man,0.326562,0.476562,0.385417,0.825000
bf4e46a4e79e13cd_m083wq_9f6d61b9.png,Wheel,0.457812,0.621875,0.658333,0.970833
1c6277704f808229_m03k3r_67651cad.png,Horse,0.052147,0.797546,0.051064,0.823404
aa4c1d41eaa9504a_m09728_c94142c1.png,Bread,0.021875,0.796875,0.289583,0.760417
fa2b2c9f3650923c_m05r655_760dbbca.png,Girl,0.074007,0.738267,0.019856,0.962094
23d6310a4fb219e6_m02gzp_17db76ac.png,Dagger,0.315673,0.642384,0.066470,1.000000
bdc751103a716f51_m0283dt1_95e92029.png,Human mouth,0.497288,0.605787,0.654054,0.704504
47f61ca8d2342ab8_m0138tl_488c62fc.png,Toy,0.178203,0.627393,0.123894,0.893805
28d5d30a2bf2c0e8_m01d40f_a78abc43.png,Dress,0.386431,0.676991,0.404867,0.949115
01831daa4aade81e_m07mhn_68462025.png,Trousers,0.352564,0.655983,0.499237,0.748092
0496e9cd04e12697_m01g317_fa731273.png,Person,0.293750,0.389062,0.318750,0.568750
798953096bacd737_m0gxl3_327bb268.png,Handgun,0.017188,0.992188,0.337500,0.935417
50f0f5333857f0e5_m0k4j_5d076931.png,Car,0.093795,0.873016,0.110609,0.878104
